source,id,title,company,city,remote,salary_min,salary_max,salary_avg,currency,skills,level,category,collected_at
Habr,habr_1000166197,Android-разработчик,М Тех,Москва,True,,,,RUB,"Разработка под Android, Kotlin",Not specified,Software Development,2026-05-11 17:57:00
Habr,habr_1000166127,Руководитель ИТ-инфраструктуры,ДОМ.РФ,Москва,False,,,,RUB,"Управление людьми, Terraform, Ansible, CI/CD",Not specified,Other IT,2026-05-11 17:57:00
Habr,habr_1000166199,Аналитик 1С (ЗУП),М Тех,Москва,True,,,,RUB,Администрирование 1С,Not specified,Other IT,2026-05-11 17:57:00
Habr,habr_1000163188,Технический лидер SRE,Cloud.ru,Москва,True,,,,RUB,SQL,Not specified,DevOps,2026-05-11 17:57:04
Habr,habr_1000165879,Инженер аппаратной балансировки F5,ИТ-Холдинг Т1,Хабаровск,False,,,,RUB,"Nginx, Linux, Docker, Citrix, Администрирование сетей",Not specified,Other IT,2026-05-11 17:57:04
Habr,habr_1000161385,Инженер по балансировке,ИТ-Холдинг Т1,Не указан,True,,,,RUB,Nginx,Not specified,Other IT,2026-05-11 17:57:04
Habr,habr_1000166160,ИТ-лид (Team lead продуктовой команды с опытом SA),ЛАНИТ,Не указан,True,,,,RUB,"Управление людьми, Системный анализ, Scrum",Senior,Other IT,2026-05-11 17:57:04
Habr,habr_1000164299,Руководитель группы разработки в команду развития опенсорс-технологий DevTools,Яндекс,Санкт-Петербург,False,,,,RUB,"C++, Управление людьми, Управление проектами",Not specified,Other IT,2026-05-11 17:57:04
Habr,habr_1000164911,Research Developer (Windows),Лаборатория Касперского,Не указан,True,,,,RUB,"Разработка программного обеспечения, C++",Not specified,Software Development,2026-05-11 17:57:04
Habr,habr_1000160638,GO-разработчик (Геосервисы),Wildberries & Russ,Москва,True,,,,RUB,"Golang, PostgreSQL, Kubernetes, MongoDB, Git",Not specified,Software Development,2026-05-11 17:57:16
Habr,habr_1000165373,Go Platform Engineer,VK,Не указан,True,,,,RUB,Golang,Not specified,Other IT,2026-05-11 17:57:16
Habr,habr_1000150590,Разработчик WebRTC-сервисов на Go в видеоплатформу,Яндекс,Нижний Новгород,True,300000.0,490000.0,395000.0,RUB,"Golang, Алгоритмы и структуры данных",Not specified,Software Development,2026-05-11 17:57:16
Habr,habr_1000165613,Golang developer,Открытая мобильная платформа,Нижний Новгород,True,,,,RUB,Golang,Not specified,Software Development,2026-05-11 17:57:16
Habr,habr_1000151221,Golang-разработчик,X5 Digital,Не указан,True,,,,RUB,Golang,Not specified,Software Development,2026-05-11 17:57:16
Habr,habr_1000166143,"SRE/DevOps инженер (highload, bare metal)",Karma8,Не указан,True,350000.0,,350000.0,RUB,"Linux, Высоконагруженные системы, CI/CD",Not specified,DevOps,2026-05-11 17:57:16
Habr,habr_1000165728,AppSec,Гринатом,Москва,True,,,,RUB,CI/CD,Not specified,Other IT,2026-05-11 17:57:16
Habr,habr_1000166384,Golang-разработчик,Okko,Санкт-Петербург,True,,,,RUB,"PostgreSQL, Golang",Not specified,Software Development,2026-05-11 17:57:16
Habr,habr_1000164745,Golang developer в Департамент Логистики,Wildberries & Russ,Москва,True,,,,RUB,Golang,Not specified,Software Development,2026-05-11 17:57:16
Habr,habr_1000161274,Application Security Еngineer (Кибербезопасность),Wildberries & Russ,Санкт-Петербург,True,,,,RUB,Информационная безопасность,Not specified,Other IT,2026-05-11 17:57:19
Habr,habr_1000166218,Консультант SAP BPC,Axenix (ex. Accenture),Не указан,True,,,,RUB,"SAP, ABAP, SAP S/4 HANA",Not specified,Other IT,2026-05-11 17:57:19
Habr,habr_1000163355,Team Lead PHP,Marfatech,Не указан,True,,,,RUB,"PHP, Базы данных, MySQL, Symfony, Управление людьми",Senior,Other IT,2026-05-11 17:57:45
Habr,habr_1000166157,Technical Product Manager,Spice IT,Москва,False,,,,RUB,Управление продуктами,Not specified,Other IT,2026-05-11 17:57:48
Habr,habr_1000165591,Разработчик-аналитик на внутренние проекты,Фарпост,Владивосток,False,,,,RUB,"PHP, Symfony, Laravel, ООП, SQL",Not specified,Software Development,2026-05-11 17:57:53
Habr,habr_1000164672,Программист PHP,Базис-Центр,Коломна,False,70000.0,250000.0,160000.0,RUB,"PHP, MySQL, Linux, Базы данных",Not specified,Software Development,2026-05-11 17:57:56
Habr,habr_1000162491,Стажер Backend-разработчик (Laravel),PREAX,Не указан,True,,,,RUB,"PHP, Laravel, PostgreSQL, Docker, Git",Junior,Software Development,2026-05-11 17:57:56
Habr,habr_1000166190,Chief Technology Officer (CTO),GETCASH,Новосибирск,True,,,,RUB,"PHP, PCI DSS, DevOps, CI/CD, MySQL",Not specified,Other IT,2026-05-11 17:57:56
Habr,habr_1000165351,Стажер разработчик Ruby,ПСБ цифровая лаборатория,Москва,False,,,,RUB,Ruby,Junior,Software Development,2026-05-11 17:58:04
Habr,habr_1000166385,Android Developer,Okko,Москва,False,,,,RUB,"Android SDK, Kotlin",Not specified,Software Development,2026-05-11 17:58:13
Habr,habr_1000166236,Разработчик видеотехнологий для Android,Яндекс,Санкт-Петербург,False,,,,RUB,"Android SDK, Kotlin, Dagger 2, Разработка мобильных приложений, Разработка под Android",Not specified,Software Development,2026-05-11 17:58:13
Habr,habr_1000165334,Руководитель направления регуляторной безопасности (Compliance),Совкомбанк Технологии,Саратов,False,,,,RUB,Информационная безопасность,Not specified,Other IT,2026-05-11 17:58:19
Habr,habr_1000165350,Администратор систем ИБ (SIEM),Совкомбанк Технологии,Не указан,True,,,,RUB,"Splunk, ELK Stack, SQL, Bash, Высоконагруженные системы",Not specified,Other IT,2026-05-11 17:58:49
Habr,habr_1000165956,Инженер поддержки продаж продуктов ИБ,ГАЗИНФОРМСЕРВИС,Санкт-Петербург,False,,,,RUB,"Настройка VPN, Консультирование, Linux, Информационные технологии, Информационная безопасность",Not specified,Other IT,2026-05-11 17:58:52
Habr,habr_1000162811,Архитектор по информационной безопасности,ПСБ цифровая лаборатория,Москва,False,,,,RUB,"Информационная безопасность, Анализ требований, Docker, CI/CD, Kubernetes",Not specified,Other IT,2026-05-11 17:58:52
Habr,habr_1000165253,Руководитель направления эксплуатации сервисов мониторинга SOC,ИТ-компания «Лоция»,Москва,True,,,,RUB,"ELK Stack, Linux, Docker, Kubernetes, Git",Not specified,Other IT,2026-05-11 17:58:52
Habr,habr_1000165935,Системный администратор Unix,Центр Финансовых Технологий,Новосибирск,False,,,,RUB,"Linux, Unix, Администрирование Linux, Системы виртуализации",Not specified,Other IT,2026-05-11 17:58:52
Habr,habr_1000164816,Системный аналитик Linux,МТ-Интеграция,Москва,True,,,,RUB,"Git, Linux, UML, BPMN",Not specified,Other IT,2026-05-11 17:58:55
Habr,habr_1000159767,Application Security инженер/DevSecOps,ЛАНИТ,Не указан,True,,,,RUB,"OWASP, SAST/DAST, SSDL",Not specified,Other IT,2026-05-11 17:58:58
Habr,habr_1000166275,Системный инженер linux,ЛАНИТ,Не указан,True,,,,RUB,"Системы виртуализации, Unix, Администрирование Linux, Bash",Not specified,Other IT,2026-05-11 17:58:58
Habr,habr_1000163092,Инженер сопровождения облачной платформы,Cloud.ru,Москва,False,,,,RUB,Linux,Not specified,Other IT,2026-05-11 17:58:58
Habr,habr_1000166375,Руководитель отдела архитектуры и анализа,Смарт Горизонт,Не указан,True,,,,RUB,"DDD, BPMN, UML",Not specified,Other IT,2026-05-11 17:59:01
Habr,habr_1000161388,Системный администратор Linux,ИТ-Холдинг Т1,Екатеринбург,False,,,,RUB,"Linux, Astra Linux, Debian",Not specified,Other IT,2026-05-11 17:59:04
Habr,habr_1000166365,Linux System Engineer,BSS,Не указан,True,,,,RUB,Linux,Not specified,Other IT,2026-05-11 17:59:04
Habr,habr_1000165033,Системный администратор Linux,Анонимный работодатель,Рязань,True,,,,RUB,"Linux, PostgreSQL, Nginx",Not specified,Other IT,2026-05-11 17:59:07
Habr,habr_1000161343,Системный администратор (DNS/Linux),ИТ-Холдинг Т1,Калининград,False,,,,RUB,"Linux, DNS, Системное администрирование, Администрирование Linux, Active directory",Not specified,Other IT,2026-05-11 17:59:07
Habr,habr_1000160155,Системный аналитик (ОС Astra Linux),Группа Астра,Москва,False,,,,RUB,"Linux, SQL, UML, Анализ требований, Техническая документация",Not specified,Other IT,2026-05-11 17:59:07
Habr,habr_1000166348,Помощник сетевого администратора,"НПО ""Диагностические системы""",Нижний Новгород,False,100000.0,100000.0,100000.0,RUB,"Linux, DNS, Firewall, Mikrotik, Маршрутизация",Not specified,Other IT,2026-05-11 17:59:16
Habr,habr_1000165996,Инженер - аналитик источников событий,ГАЗИНФОРМСЕРВИС,Санкт-Петербург,False,,,,RUB,"Linux, SIEM",Not specified,Other IT,2026-05-11 17:59:16
Habr,habr_1000164870,Аналитик SOC (направление сетевой безопасности),ИТ-компания «Лоция»,Москва,False,,,,RUB,"Linux, Информационная безопасность, SIEM, NGFW, Настройка оборудования Cisco",Not specified,Other IT,2026-05-11 17:59:16
Habr,habr_1000163072,Инженер по кибербезопасности (DLP),Cloud.ru,Не указан,True,,,,RUB,Linux,Not specified,Other IT,2026-05-11 17:59:16
Habr,habr_1000164265,Дежурный системный администратор  [MWS Cloud Platform],МТС Web Services,Санкт-Петербург,False,,,,RUB,"Linux, Zabbix, VMware",Not specified,DevOps,2026-05-11 17:59:16
Habr,habr_1000161370,Инженер технической поддержки АРМ,ИТ-Холдинг Т1,Москва,False,,,,RUB,"Linux, Техническая поддержка, Администрирование Windows",Not specified,Other IT,2026-05-11 17:59:19
Habr,habr_1000165960,Ведущий инженер/инженер проектировщик решений класса NTA,ГАЗИНФОРМСЕРВИС,Санкт-Петербург,False,,,,RUB,"Linux, Проектирование, Информационная безопасность",Not specified,Other IT,2026-05-11 17:59:21
Habr,habr_1000166396,Ведущий специалист информационной безопасности в ФЦИИТ,ФЦИИТ,Москва,False,222000.0,,222000.0,RUB,"NGFW, SIEM, Защита информации, Криптография, Linux",Not specified,Other IT,2026-05-11 17:59:21
Habr,habr_1000165159,Сетевой инженер (техническая поддержка),Анонимный работодатель,Санкт-Петербург,False,,,,RUB,"Техническая поддержка, Настройка VPN, Linux",Not specified,Other IT,2026-05-11 17:59:21
Habr,habr_1000163091,Ведущий инженер SDS,Cloud.ru,Москва,True,,,,RUB,Linux,Not specified,Other IT,2026-05-11 17:59:21
Habr,habr_1000164398,Ведущий инженер по сетевой виртуализации [MWS Cloud Platform],МТС Web Services,Санкт-Петербург,False,,,,RUB,"VMWare ESXi, Vmware vSphere, VMware, Linux, Ansible",Not specified,DevOps,2026-05-11 17:59:21
Habr,habr_1000165315,Аналитик ИБ (SIEM),ЛАНИТ,Не указан,True,,,,RUB,"SIEM, Информационная безопасность, Администрирование Windows, Администрирование Linux, Firewall",Not specified,Other IT,2026-05-11 17:59:21
Habr,habr_1000164665,Scala разработчик,Т-Банк,Екатеринбург,True,,,,RUB,Scala,Not specified,Software Development,2026-05-11 17:59:30
Habr,habr_1000165271,Data analyst,ИТ-компания «Лоция»,Москва,True,,,,RUB,PostgreSQL,Not specified,Data Analytics,2026-05-11 17:59:38
Habr,habr_1000164798,Архитектор решений / Архитектор Presale (СУБД),МТ-Интеграция,Не указан,True,,,,RUB,"PostgreSQL, SQL, Linux",Not specified,Other IT,2026-05-11 17:59:38
Habr,habr_1000164829,Администратор Hadoop,Банк России,Москва,False,,,,RUB,"Apache Hadoop, Администрирование баз данных, Базы данных, Unix, PostgreSQL",Not specified,Other IT,2026-05-11 17:59:38
Habr,habr_1000164190,Инженер данных (потоковая загрузка),Банк России,Санкт-Петербург,False,,,,RUB,"PostgreSQL, Базы данных, ClickHouse, Apache NiFi, SQL",Not specified,Data Engineering,2026-05-11 17:59:41
Habr,habr_1000165604,Сервис менеджер/Ведущий инженер сопровождения,ЛАНИТ,Не указан,True,,,,RUB,"SQL, PostgreSQL, MongoDB, ITSM, ITIL",Not specified,Other IT,2026-05-11 17:59:43
Habr,habr_1000113326,Разработчик Oracle,Банк России,Санкт-Петербург,False,,,,RUB,"SQL, Oracle, Oracle PL/SQL, Git, PostgreSQL",Not specified,Software Development,2026-05-11 17:59:43
Habr,habr_1000162894,Аналитик данных,ПСБ цифровая лаборатория,Москва,False,,,,RUB,SQL,Not specified,Data Analytics,2026-05-11 17:59:48
Habr,habr_1000161255,Системный аналитик (СОПББ),ИТ-Холдинг Т1,Ижевск,True,,,,RUB,"REST, SQL, XML",Not specified,Other IT,2026-05-11 17:59:51
Habr,habr_1000166392,Системный аналитик,Eltex,Новосибирск,False,,,,RUB,"Linux, Системная аналитика, UML, BPMN, Техническая документация",Not specified,Other IT,2026-05-11 18:00:04
Habr,habr_1000162808,Application Security Engineer (безопасность приложений),ПСБ цифровая лаборатория,Москва,False,,,,RUB,Информационная безопасность,Not specified,Other IT,2026-05-11 18:00:28
Habr,habr_1000112963,Эксперт по информационной безопасности/ Архитектор ИБ,ИТ-Холдинг Т1,Самара,True,,,,RUB,"Проектирование информационных систем, Информационная безопасность, Анализ требований, Техническая документация, Управление требованиями к ПО",Not specified,Other IT,2026-05-11 18:00:30
Habr,habr_1000162782,Специалист по информационной безопасности,ИТ-Холдинг Т1,Не указан,True,,,,RUB,"Управление рисками, Информационная безопасность, Управление проектами, Waterfall",Not specified,Other IT,2026-05-11 18:00:30
Habr,habr_1000161264,Эксперт по информационной безопасности,ИТ-Холдинг Т1,Не указан,True,,,,RUB,"Управление рисками, Информационная безопасность, Управление проектами, Waterfall",Not specified,Other IT,2026-05-11 18:00:30
Habr,habr_1000166324,Инженер-разработчик РЭА,ГК ТОФС,Не указан,True,,,,RUB,"STM32, Схемотехника, Разработка печатных плат, FPGA, Разработка электроники",Not specified,Software Development,2026-05-11 18:00:30
Habr,habr_1000166325,Сценарист чат-бота,МегаФон,Не указан,True,,,,RUB,"Написание сценариев, Создание чат-ботов",Not specified,Other IT,2026-05-11 18:00:30
Habr,habr_1000166186,B2B Sales Manager,Yavvi AI,Не указан,True,,,,RUB,"Ведение переговоров, Мониторинг и анализ рынка, Презентации",Not specified,Other IT,2026-05-11 18:00:48
Habr,habr_1000163944,"Инженер технической поддержки (2 линия, удаленно)",CarTrek,Благовещенск,True,,,,RUB,"Английский язык, SQL, REST",Not specified,Other IT,2026-05-11 18:00:48
Habr,habr_1000098092,Project Manager (ЦСТМ),СберЗдоровье,Не указан,True,,,,RUB,"Управление проектами, Управление разработкой, Agile, Scrum",Not specified,Other IT,2026-05-11 18:00:51
Habr,habr_1000161288,Application Security Architecture Team (Кибербезопасность),Wildberries & Russ,Санкт-Петербург,True,,,,RUB,Информационная безопасность,Not specified,Other IT,2026-05-11 18:00:51
Habr,habr_1000166334,"Программист 1С (зарплата, кадры)",ИнфоТеКС,Москва,False,,300000.0,300000.0,RUB,"1C: ERP, Разработка под 1С",Not specified,Software Development,2026-05-11 18:00:51
Habr,habr_1000162889,Эксперт по валидации моделей,ПСБ цифровая лаборатория,Москва,False,,,,RUB,"SQL, Базы данных",Not specified,Other IT,2026-05-11 18:00:51
Habr,habr_1000106918,IT-Project manager,Action tech,Москва,True,,,,RUB,"Управление проектами, Agile, Разработка ТЗ, Управление разработкой, Проектное планирование",Not specified,Other IT,2026-05-11 18:00:51
Habr,habr_1000163191,Дежурный сетевой инженер (L2),Cloud.ru,Москва,True,,,,RUB,SQL,Not specified,Other IT,2026-05-11 18:00:58
Habr,habr_1000163190,Руководитель направления SRE,Cloud.ru,Москва,True,,,,RUB,SQL,Not specified,DevOps,2026-05-11 18:01:07
Habr,habr_1000166217,Архитектор программного обеспечения,Rubytech,Москва,False,,,,RUB,DevSecOps,Not specified,Other IT,2026-05-11 18:01:07
Habr,habr_1000160859,Data Steward/Менеджер по данным,АстраЗенека,Москва,False,,,,RUB,"Базы данных, Алгоритмы и структуры данных",Not specified,Other IT,2026-05-11 18:01:10
Habr,habr_1000166124,Аккаунт-директор / Account Director (e-commerce & data),AЭРО,Москва,False,,,,RUB,"Управление проектами, Развитие бизнеса, Управление рисками, Ведение переговоров",Not specified,Other IT,2026-05-11 18:01:10
Habr,habr_1000166351,BI разработчик,CINIMEX,Москва,True,,,,RUB,"PowerBI, ClickHouse, Yandex DataLens, SQL",Not specified,Software Development,2026-05-11 18:01:10
Habr,habr_1000166309,Системный аналитик ЦФТ,Юзтех,Не указан,True,,,,RUB,"SQL, Oracle PL/SQL, Apache Kafka, RabbitMQ",Not specified,Other IT,2026-05-11 18:01:15
Habr,habr_1000166108,Менеджер AI проектов,АстраЗенека,Москва,False,,,,RUB,"Ведение переговоров, Управление проектами, Проектное планирование",Not specified,Other IT,2026-05-11 18:01:15
Habr,habr_1000164588,IT Бизнес-аналитик,АстраЗенека,Москва,False,,,,RUB,"Бизнес аналитика, Системный анализ, UML, BPMN, Техническая документация",Not specified,Other IT,2026-05-11 18:01:15
Habr,habr_1000166238,Ведущий операционный менеджер в сервис BareMetal,Яндекс,Санкт-Петербург,False,,,,RUB,"Linux, Администрирование серверов, Управление проектами, Управление людьми",Not specified,Other IT,2026-05-11 18:01:15
Habr,habr_1000165596,Security analyst (hardware security),Лаборатория Касперского,Не указан,True,,,,RUB,Информационная безопасность,Not specified,Data Analytics,2026-05-11 18:01:27
Habr,habr_1000166179,Веб-аналитик,Marfatech,Не указан,True,,,,RUB,"Яндекс.Метрика, SQL",Not specified,Other IT,2026-05-11 18:01:35
Habr,habr_1000165022,Руководитель группы аналитиков и программистов 1С / Team Lead,Анонимный работодатель,Санкт-Петербург,False,,,,RUB,"Системный анализ, Планирование",Senior,Software Development,2026-05-11 18:01:35
Habr,habr_1000166235,Системный аналитик (Информационная безопасность),ИнфоТеКС,Томск,False,,,,RUB,"BPMN, UML, Системный анализ, Системная аналитика",Not specified,Other IT,2026-05-11 18:01:35
Habr,habr_1000165044,Системный аналитик 1С: Управление Холдингом,Анонимный работодатель,Москва,False,,,,RUB,"Системный анализ, Системная аналитика",Not specified,Other IT,2026-05-11 18:01:35
Habr,habr_1000166305,Фуллстек-аналитик (бизнес/системный)/Сетевая безопасность,Солар,Москва,True,,,,RUB,"Linux, Сетевая безопасность, Информационная безопасность, Сетевые технологии, Системный анализ",Not specified,Other IT,2026-05-11 18:01:35
Habr,habr_1000165133,Системный аналитик,Анонимный работодатель,Санкт-Петербург,False,,,,RUB,"SQL, XML, Системный анализ, UML, BPMN",Not specified,Other IT,2026-05-11 18:01:38
Habr,habr_1000165946,Ведущий аналитик 1С (ГПХ),ИТ-компания «Лоция»,Не указан,True,,,,RUB,"1C: ERP, Управление людьми, Разработка ТЗ, Ведение переговоров",Not specified,Other IT,2026-05-11 18:01:38
Habr,habr_1000165800,Аналитик 1С (БП),SimbirSoft,Не указан,True,,,,RUB,"Администрирование 1С, Разработка под 1С",Not specified,Other IT,2026-05-11 18:01:38
Habr,habr_1000166165,Аналитик-консультант 1С,1С-Архитектор бизнеса,Москва,True,104400.0,,104400.0,RUB,Проведение исследований,Not specified,Other IT,2026-05-11 18:01:38
Habr,habr_1000166360,Ведущий аналитик ERP.УХ на блок Казначейство,2GIS,Москва,True,,,,RUB,"1C: ERP, BPMN, Анализ требований, Техническая документация, Системный анализ",Not specified,Other IT,2026-05-11 18:01:41
Habr,habr_1000166142,Аналитик SOC,Spice IT,Москва,False,,,,RUB,"SIEM, IDS, NGFW, Анализ угроз",Not specified,Other IT,2026-05-11 18:01:41
Habr,habr_1000165057,"Аналитик 1С (ЗУП, БП, УТ или УНФ)",Анонимный работодатель,Пенза,True,,,,RUB,Оптимизация бизнес-процессов,Not specified,Other IT,2026-05-11 18:01:41
Habr,habr_1000165059,Аналитик 1С,Анонимный работодатель,Санкт-Петербург,True,,,,RUB,SQL,Not specified,Other IT,2026-05-11 18:01:41
Habr,habr_1000165053,Аналитик 1C:ERP,Анонимный работодатель,Самара,False,,,,RUB,Оптимизация бизнес-процессов,Not specified,Other IT,2026-05-11 18:01:41
Habr,habr_1000161571,Стажер системный аналитик,Банк России,Томск,False,,,,RUB,"Системный анализ, BPMN, UML, Анализ требований, Управление требованиями к ПО",Junior,Other IT,2026-05-11 18:01:41
Habr,habr_1000161256,Системный аналитик (НО БО),ИТ-Холдинг Т1,Казань,True,,,,RUB,"SQL, REST, XML",Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000165817,Сетевой инженер Huawei,ИТ-компания «Лоция»,Москва,False,,,,RUB,"Настройка VPN, Администрирование сетей, Администрирование оборудования Cisco",Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000166147,Аналитик SOC (L2-L3),Spice IT,Нижний Новгород,False,,,,RUB,SIEM,Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000165035,Консультант-аналитик 1С (регламентированный учёт),Анонимный работодатель,Санкт-Петербург,False,,,,RUB,"Бизнес-моделирование, BPMN, Техническая документация",Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000165563,Аналитик по безопасности информационных систем,Совкомбанк Технологии,Саратов,False,,,,RUB,"Информационная безопасность, Анализ вредоносных программ, OWASP",Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000161386,"Менеджер по качеству (эквайринг, терминалы, ККТ, банкоматы, АДМ)",ИТ-Холдинг Т1,Санкт-Петербург,False,,130000.0,130000.0,RUB,"Мониторинг, Работа в команде, Microsoft Excel, Поддержка клиентов, Управление IT-услугами",Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000166123,Функциональный архитектор (1С:ЗУП КОРП),ИТ-Холдинг Т1,Нижний Новгород,False,,,,RUB,"Системный анализ, BPMN",Not specified,Other IT,2026-05-11 18:01:44
Habr,habr_1000166359,Менеджер по компенсациям и льготам,Rubytech,Москва,False,,,,RUB,Разработка ТЗ,Not specified,Other IT,2026-05-11 18:01:47
Habr,habr_1000166119,Продакт по росту и монетизации в музыкальный стартап,Vocaberry,Не указан,True,10000.0,60000.0,35000.0,RUB,Google Analytics,Not specified,Other IT,2026-05-11 18:01:47
Habr,habr_1000166216,"Методолог (SAP, бюджетирование и управленческий учет)",Axenix (ex. Accenture),Не указан,True,,,,RUB,"SAP, SAP S/4 HANA, Microsoft Excel, Oracle",Not specified,Other IT,2026-05-11 18:01:47
Habr,habr_1000165301,Эксперт по качеству проектирования и сертификации банковских процессов,Банк ВТБ,Москва,False,,,,RUB,"Описание бизнес-процессов, Моделирование, Microsoft Visio, Бизнес-моделирование",Not specified,Other IT,2026-05-11 18:01:47
Habr,habr_1000166312,Консультант SAP EWM,М Тех,Москва,True,,,,RUB,SAP,Not specified,Other IT,2026-05-11 18:01:47
Habr,habr_1000146557,Функциональный архитектор 1С,IBS,Пермь,False,,,,RUB,"1C: ERP, Оптимизация бизнес-процессов, Управление разработкой, Управление проектами, Автоматизация процессов",Not specified,Other IT,2026-05-11 18:01:47
Habr,habr_1000164834,Эксперт отдела настройки правил Антифрод,Банк ВТБ,Москва,False,,,,RUB,"Linux, Базы данных",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000166134,Специалист по интернет-рекламе,МастерВеб,Тверь,False,70000.0,100000.0,85000.0,RUB,"Яндекс директ, Контекстная реклама, Таргетированная реклама, Интернет маркетинг, Яндекс.Метрика",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000156870,Администратор СХД и SAN,ИТ-Холдинг Т1,Хабаровск,False,,,,RUB,"Сеть хранения данных, Системное администрирование, Администрирование серверов",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000166376,SQL-разработчик базы данных (офисный формат работы),ЛАНИТ,Москва,False,,,,RUB,"SQL, Базы данных, Высоконагруженные системы, Git",Not specified,Software Development,2026-05-11 18:01:50
Habr,habr_1000166302,Специалист по учету материальных ИТ-активов,ГК «ЭФКО»,Тольятти,False,,,,RUB,"Microsoft Word, Microsoft Excel, Анализ данных, 1C: ERP, Грамотность",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000162307,Администратор СРК и СХД,ИТ-Холдинг Т1,Нижний Новгород,True,,,,RUB,"NetBackup, Сеть хранения данных, Администрирование серверов, Системное администрирование, Администрирование сетей",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000165208,Бренд-менеджер,Анонимный работодатель,Санкт-Петербург,False,,,,RUB,"B2B, B2C",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000161325,Руководитель проектов ИБ,ЛАНИТ,Москва,False,,,,RUB,"Управление проектами, Информационная безопасность",Not specified,Other IT,2026-05-11 18:01:50
Habr,habr_1000165026,Руководитель группы программистов,Анонимный работодатель,Санкт-Петербург,True,,,,RUB,Разработка под 1С,Not specified,Software Development,2026-05-11 18:01:53
Habr,habr_1000165061,Программист 1С,Анонимный работодатель,Москва,True,,,,RUB,Разработка под 1С,Not specified,Software Development,2026-05-11 18:01:53
Habr,habr_1000165265,Руководитель проектов,ИТ-компания «Лоция»,Москва,False,,,,RUB,"Бюджетирование проектов, Управление проектами, Управление рисками, Организация бизнес-процессов, Проектное планирование",Not specified,Other IT,2026-05-11 18:01:53
Habr,habr_1000165027,Руководитель проектов 1С,Анонимный работодатель,Санкт-Петербург,False,,,,RUB,"Ведение переговоров, MS Project, Управление проектами",Not specified,Other IT,2026-05-11 18:01:53
Habr,habr_1000163195,Менеджер клиентских инцидентов,Cloud.ru,Москва,True,,,,RUB,SQL,Not specified,Other IT,2026-05-11 18:01:53
Habr,habr_1000165137,Customer Success Manager / КАМ / Кey Аccount Мanager,Анонимный работодатель,Санкт-Петербург,False,,,,RUB,Ведение переговоров,Not specified,Other IT,2026-05-11 18:01:53
Habr,habr_1000165135,Сервис менеджер,Анонимный работодатель,Санкт-Петербург,False,,,,RUB,Управление проектами,Not specified,Other IT,2026-05-11 18:01:53
Habr,habr_1000165030,Руководитель проектов 1С:УАТ (TMS/FMS),Анонимный работодатель,Москва,True,,,,RUB,Руководитель проектов 1С,Not specified,Other IT,2026-05-11 18:01:53
Habr,habr_1000166277,Storage Engineer,ЛАНИТ,Не указан,True,,,,RUB,"Системы виртуализации, NetBackup",Not specified,Other IT,2026-05-11 18:02:00
Habr,habr_1000165418,Системный инженер Microsoft,Яндекс,Минск,True,,,,RUB,Hyper-V,Not specified,Other IT,2026-05-11 18:02:02
Habr,habr_1000165957,Ведущий менеджер по продаже программных продуктов ИБ,ГАЗИНФОРМСЕРВИС,Москва,False,,,,RUB,Информационные технологии,Not specified,Other IT,2026-05-11 18:02:13
Habr,habr_1000166159,Технический писатель (документация на программно-аппаратные комплексы по ГОСТ),НТЦ ПРОТЕЙ,Санкт-Петербург,False,,,,RUB,"ЕСПД, ЕСКД",Not specified,Other IT,2026-05-11 18:02:13
Habr,habr_1000163185,Начальник управления эксплуатации и развития средств защиты информации,Cloud.ru,Москва,False,,,,RUB,NGFW,Not specified,Other IT,2026-05-11 18:02:19
Habr,habr_1000166299,Системный архитектор,ГК «ЭФКО»,Воронеж,False,,360000.0,360000.0,RUB,"Управление проектами, Информационная архитектура, Микросервисная архитектура, Высоконагруженные системы, LLM",Not specified,Other IT,2026-05-11 18:02:25
Habr,habr_1000165215,Специалист по информационной безопасности,Анонимный работодатель,Москва,True,,,,RUB,"Защита информации, Защита от DDOS",Not specified,Other IT,2026-05-11 18:02:25
Habr,habr_1000166329,Архитектор по облачным решениям цифровых сервисов,МегаФон,Не указан,True,,,,RUB,"Openstack, VMware, KVM",Not specified,Other IT,2026-05-11 18:02:28
Habr,habr_1000166364,Технический писатель (ИТ-инфраструктура),BSS,Не указан,True,,,,RUB,Техническая документация,Not specified,Other IT,2026-05-11 18:02:46
Habr,habr_1000164805,Руководитель направления по информационной безопасности,МТ-Интеграция,Москва,False,,,,RUB,SIEM,Not specified,Other IT,2026-05-11 18:02:52
Habr,habr_1000165352,Разработчик 1С,ПСБ цифровая лаборатория,Москва,True,,,,RUB,Разработка под 1С,Not specified,Software Development,2026-05-11 18:02:52
